batch_id,production_date,plant,production_line,vehicle_model,shift,units_produced,defective_units,defect_category,rework_units,scrap_units,downtime_minutes,cycle_time_seconds,quality_score,supplier_id,component_category,inspection_status,temperature_c,operator_team,notes
BATCH-00056,2025-12-11,Plant 01,Line 3,Aquila GT,Night,66,1,Dimensional,1,0,34.75,88.63,96.6,SUP-08,Braking,Passed,18.9,Team Gamma,
BATCH-00821,2025-12-23,Plant 02,Line 3,Strada X,Night,50,2,Assembly,1,1,36.45,87.59,93.95,SUP-03,Interior,Review,21.8,Team Beta,
BATCH-00099,2025-02-09,Plant 01,Line 3,Eterna,Afternoon,70,0,None,0,0,52.56,82.82,98.1,SUP-10,Braking,Passed,24.0,Team Alpha,Minor process adjustment performed.
BATCH-00695,2025-11-12,Plant 02,Line 3,Veloce S,Night,51,1,Dimensional,1,0,39.77,67.79,94.25,SUP-10,Body,Passed,26.5,Team Gamma,Minor process adjustment performed.
BATCH-00749,2025-07-13,Plant 01,Line 1,Aquila GT,Afternoon,47,2,Electronics,1,1,25.39,80.82,93.64,SUP-04,Electronics,Failed,24.0,Team Gamma,
BATCH-00330,2025-10-07,Plant 02,Line 3,Veloce S,Morning,84,0,None,0,0,59.12,82.64,98.58,SUP-02,Suspension,Passed,21.5,Team Beta,Production line calibration completed.
BATCH-00263,2025-06-04,Plant 02,Line 2,Aquila GT,Afternoon,64,2,Paint,1,1,,77.72,94.69,SUP-01,Body,Review,21.7,Team Alpha,Routine quality inspection completed.
BATCH-01022,2025-03-01,Plant 01,Line 1,Aquila GT,Morning,56,1,Electronics,0,1,6.48,64.17,96.89,SUP-09,Powertrain,Passed,22.4,Team Beta,Production line calibration completed.
BATCH-00254,2025-02-15,Plant 02,Line 1,Eterna,Afternoon,58,1,Electronics,1,0,35.35,71.2,96.67,SUP-11,Body,Passed,22.0,Team Gamma,
BATCH-01567,2025-10-30,Plant 02,Line 1,Aquila GT,Night,86,1,Electronics,0,0,69.63,91.13,96.91,SUP-09,Powertrain,Passed,22.4,Team Beta,
BATCH-01757,2025-11-12,Plant 01,Line 2,Eterna,Morning,79,0,None,0,0,59.06,84.31,96.5,SUP-09,Interior,Passed,20.6,Team Beta,Minor process adjustment performed.
BATCH-00661,2025-12-12,Plant 02,Line 2,Strada X,Morning,119,3,Assembly,2,0,52.18,99.85,91.83,SUP-12,Electronics,Review,20.4,Team Beta,
BATCH-00734,2025-01-22,Plant 01,Line 3,Aquila GT,Afternoon,112,6,Electronics,6,0,19.09,83.37,91.25,SUP-05,Suspension,Failed,19.9,Team Beta,
BATCH-00159,2025-12-01,Plant 01,Line 3,Veloce S,Morning,78,3,Electronics,1,2,62.06,76.65,93.5,SUP-10,Electronics,Review,23.3,Team Alpha,
BATCH-00266,2025-10-20,Plant 01,Line 3,Strada X,Morning,75,5,Paint,3,2,81.65,79.11,89.58,SUP-07,Body,Failed,22.7,Team Alpha,
BATCH-01908,2025-11-21,Plant 02,Line 3,Strada X,Morning,89,4,Paint,2,1,52.55,72.81,93.77,SUP-07,Body,Failed,21.7,Team Alpha,Minor process adjustment performed.
BATCH-01768,2025-02-04,Plant 02,Line 4,Strada X,Morning,58,1,Interior,1,0,31.01,86.09,97.6,SUP-08,Interior,Passed,26.8,Team Beta,Production line calibration completed.
BATCH-00199,2025-06-08,Plant 01,Line 4,Aquila GT,Night,88,3,Assembly,2,1,25.06,79.1,96.48,SUP-04,Interior,Review,20.8,Team Alpha,
BATCH-00557,2025-06-27,Plant 02,Line 2,Veloce S,Afternoon,48,0,None,0,0,28.1,85.13,98.98,SUP-12,Electronics,Passed,21.0,Team Beta,Routine quality inspection completed.
BATCH-00559,2025-10-14,Plant 02,Line 2,Veloce S,Morning,103,0,None,0,0,33.17,73.93,98.33,SUP-12,Suspension,Passed,22.5,Team Alpha,
BATCH-00216,2025-03-08,Plant 01,Line 2,Aquila GT,Morning,95,1,Paint,0,0,36.16,86.7,94.69,SUP-01,Suspension,Passed,20.0,Team Beta,
BATCH-01308,2025-08-01,Plant 01, Line 1 ,Eterna,Afternoon,97,0,None,0,0,26.5,74.06,97.24,SUP-06,Suspension,Passed,22.1,Team Delta,Routine quality inspection completed.
BATCH-00847,2025-06-03,Plant 02,Line 4,Veloce S,Night,106,1,Electronics,1,0,46.62,79.5,97.31,SUP-12,Electronics,Passed,23.5,Team Delta,Minor process adjustment performed.
BATCH-01201,2025-06-02,Plant 02,Line 3,Eterna,Night,63,5,Paint,5,0,56.25,86.82,87.62,SUP-07,Electronics,Failed,21.3,Team Delta,
BATCH-00828,2025-12-11,Plant 02,Line 2,Eterna,Morning,58,4,Assembly,0,2,20.09,66.77,89.21,SUP-05,Interior,Failed,21.3,Team Gamma,Minor process adjustment performed.
BATCH-01458,2025-08-09,Plant 01,Line 4,Eterna,Morning,57,0,None,0,0,53.26,69.16,96.43,SUP-01,Powertrain,Passed,23.2,Team Delta,Supplier component verification required.
BATCH-00479,2025-10-11,Plant 02,Line 4,Strada X,Morning,82,0,None,0,0,19.96,89.01,97.59,SUP-09,Braking,Passed,21.6,Team Delta,
BATCH-01264,2025-08-31,Plant 01,Line 4,Strada X,Afternoon,58,1,Electronics,1,0,27.15,85.12,96.8,SUP-08,Suspension,Passed,24.6,Team Alpha,Production line calibration completed.
BATCH-00837,2025-10-27,Plant 01,Line 4,Eterna,Night,68,0,None,0,0,37.58,76.72,99.39,SUP-01,Electronics,Passed,21.0,Team Alpha,Production line calibration completed.
BATCH-01464,2025-08-01,Plant 02,Line 2,Eterna,Afternoon,120,6,Mechanical,3,2,22.8,77.31,90.18,SUP-07,Body,Failed,19.5,Team Beta,
BATCH-01930,2025-04-14,Plant 02,Line 4,Aquila GT,Morning,113,0,None,0,0,10.13,88.27,100,SUP-09,Suspension,Passed,21.1,Team Delta,Production line calibration completed.
BATCH-00623,2025-05-10,Plant 02,Line 1,Aquila GT,Afternoon,115,1,Interior,1,0,43.49,79.46,94.27,SUP-12,Powertrain,Passed,20.4,Team Beta,Production line calibration completed.
BATCH-01914,2025-07-29,Plant 02,Line 4,Eterna,Morning,53,0,None,0,0,14.46,85.31,97.7,SUP-08,Body,Passed,22.5,Team Alpha,Supplier component verification required.
BATCH-00082,2025-08-10,Plant 01,Line 3,Veloce S,Night,55,3,Dimensional,3,0,73.73,95.3,89.28,SUP-07,Powertrain,Failed,23.4,Team Delta,
BATCH-00791,2025-01-10,Plant 01,Line 4,Aquila GT,Afternoon,90,4,Paint,3,1,0.0,86.01,92.54,SUP-07,Interior,Failed,24.4,Team Delta,
BATCH-00356,2025-08-09,Plant 01,Line 2,Strada X,Night,116,2,Mechanical,0,0,33.65,85.68,97.1,SUP-05,Interior,Passed,23.8,Team Beta,Routine quality inspection completed.
BATCH-01445,2025-04-06,Plant 02,Line 1,Veloce S,Night,61,1,Mechanical,0,0,32.61,95.87,97.75,SUP-05,Braking,Passed,24.1,Team Gamma,Minor process adjustment performed.
BATCH-00998,2025-09-01,Plant 01,Line 1,Aquila GT,Afternoon,100,1,Assembly,0,0,46.52,93.31,97.19,SUP-01,Suspension,Passed,24.4,Team Alpha,
BATCH-00152,2025-03-12,Plant 01,Line 1,Eterna,Night,100,1,Interior,0,0,16.51,98.42,95.88,SUP-09,Powertrain,Passed,18.7,Team Gamma,
BATCH-00644,2025-02-23,Plant 02,Line 2,Aquila GT,Afternoon,110,2,Paint,1,0,42.85,88.73,95.57,SUP-04,Body,Passed,23.7,Team Beta,
BATCH-00035,2025-02-21,Plant 02,Line 2,Aquila GT, Night ,67,2,Dimensional,2,0,42.98,93.38,93.65,SUP-06,Suspension,Review,21.1,Team Beta,Supplier component verification required.
BATCH-01639,2025-08-10,Plant 02,Line 2,Strada X,Afternoon,75,0,None,0,0,12.97,66.58,98.75,SUP-04,Braking,Passed,26.3,Team Alpha,
BATCH-00114,2025-05-11,Plant 02,Line 4,Strada X,Afternoon,113,2,Mechanical,0,1,40.19,73.61,95.15,SUP-12,Electronics,Passed,22.2,Team Alpha,
BATCH-00588,2025-10-19,Plant 02,Line 1,Strada X,Morning,78,2,Assembly,0,2,7.99,95.04,95.6,SUP-10,Electronics,Review,17.8,Team Beta,Production line calibration completed.
BATCH-00169,2025-07-07,Plant 02,Line 1,Strada X,Morning,100,1,Electronics,1,0,16.57,92.34,95.31,SUP-12,Body,Passed,23.8,Team Beta,
BATCH-01467,2025-01-20,Plant 02,Line 3,Veloce S,Afternoon,114,1,Electronics,0,0,41.73,91.74,99.41,SUP-05,Body,Passed,20.0,Team Beta,
BATCH-01037,2025-10-21,Plant 01,Line 3,Aquila GT,Night,70,4,Electronics,4,0,32.14,64.06,92.07,SUP-04,Powertrain,Failed,23.1,Team Delta,Minor process adjustment performed.
BATCH-00720,2025-10-05,Plant 02,Line 4,Veloce S,Night,91,0,None,0,0,51.48,87.67,96.16,SUP-10,Powertrain,Passed,20.3,Team Alpha,
BATCH-01216,2025-06-10,Plant 02,Line 3,Aquila GT,Afternoon,85,3,Interior,3,0,35.36,84.3,91.17,SUP-03,Electronics,Review,21.9,Team Alpha,Minor process adjustment performed.
BATCH-01779,2025-05-08,Plant 01,Line 2,Strada X,Morning,97,4,Mechanical,1,0,51.8,81.9,91.63,SUP-02,Suspension,Failed,20.4,Team Alpha,Minor process adjustment performed.
BATCH-00727,2025-04-26,Plant 02,Line 1,Veloce S,Night,89,2,Mechanical,2,0,36.76,97.87,94.82,SUP-07,Interior,Passed,17.9,Team Gamma,Production line calibration completed.
BATCH-01843,2025-08-31,Plant 02,Line 4,Strada X,Morning,72,3,Paint,0,0,39.27,93.46,92.36,SUP-11,Powertrain,Failed,18.0,Team Beta,
BATCH-01267,2025-01-09,Plant 01,Line 1,Aquila GT,Morning,58,2,Paint,2,0,16.1,74.14,94.59,SUP-06,Electronics,Review,18.9,Team Alpha,
BATCH-00785,2025-03-24,Plant 01,Line 2,Veloce S,Afternoon,86,3,Dimensional,1,0,62.29,83.65,93.54,SUP-12,Braking,Review,20.3,Team Delta,Minor process adjustment performed.
BATCH-00862,2025-05-21,Plant 02,Line 4,Aquila GT,Afternoon,80,0,None,0,0,40.86,82.88,97.8,SUP-04,Suspension,Passed,19.8,Team Alpha,Routine quality inspection completed.
BATCH-00546,2025-03-24,Plant 01,Line 2,Strada X,Afternoon,60,3,Dimensional,2,0,43.63,95.54,93.38,SUP-05,Electronics,Failed,18.8,Team Alpha,Routine quality inspection completed.
BATCH-01123,2025-05-30,Plant 02,Line 2,Strada X,Night,46,0,None,0,0,2.07,83.47,100,SUP-04,Suspension,Passed,22.7,Team Alpha,Supplier component verification required.
BATCH-00196,2025-10-18,Plant 02,Line 2,Strada X,Morning,78,2,Assembly,0,0,57.53,91.88,95.16,SUP-01,Powertrain,Review,21.7,Team Alpha,Minor process adjustment performed.
BATCH-00783,2025-12-01,Plant 02,Line 2,Eterna,Morning,60,0,None,0,0,61.54,81.3,98.12,SUP-06,Braking,Passed,19.4,Team Beta,Supplier component verification required.
BATCH-00638,2025-08-22,Plant 01,Line 4,Veloce S,Morning,72,0,None,0,0,52.21,80.5,97.02,SUP-02,Body,Passed,17.5,Team Alpha,
BATCH-00566,2025-10-29,Plant 01,Line 2,Strada X,Morning,84,1,Assembly,0,0,12.1,97.84,95.43,SUP-08,Braking,Passed,26.3,Team Gamma,Minor process adjustment performed.
BATCH-00554,2025-02-20,Plant 02,Line 4,Veloce S,Morning,111,1,Interior,1,0,22.63,84.17,97.79,SUP-03,Suspension,Passed,24.5,Team Delta,
BATCH-00250,2025-08-17,Plant 02,Line 3,Aquila GT,Afternoon,87,3,Paint,3,0,59.02,89.54,95.76,SUP-06,Body,Review,23.8,Team Gamma,Minor process adjustment performed.
BATCH-00465,2025-01-25,Plant 02,Line 4,Veloce S,Night,86,2,Interior,0,1,24.69,107.54,94.14,SUP-06,Interior,Passed,25.8,Team Delta,Supplier component verification required.
BATCH-00586,2025-03-06,Plant 02,Line 2,Strada X,Night,98,3,Paint,1,1,21.9,106.27,97.57,,Body,Review,19.3,Team Beta,
BATCH-00583,2025-10-27,Plant 01,Line 3,Aquila GT,Night,96,3,Paint,0,2,58.76,80.53,95.04,SUP-05,Braking,Review,25.1,Team Delta,
BATCH-01011,2025-09-08,Plant 01,Line 4,Strada X,Afternoon,96,4,Assembly,2,0,28.04,74.38,96.2,SUP-07,Braking,Failed,21.9,Team Delta,Routine quality inspection completed.
BATCH-00147,2025-08-03,Plant 02,Line 4,Aquila GT,Night,118,1,Interior,1,0,29.38,86.73,96.39,SUP-09,Electronics,Passed,25.5,Team Alpha,Production line calibration completed.
BATCH-01243,2025-07-31,Plant 01,Line 3,Veloce S,Night,91,1,Electronics,0,0,42.01,83.42,94.95,SUP-02,Electronics,Passed,23.3,Team Alpha,Routine quality inspection completed.
BATCH-01046,2025-05-15,Plant 02,Line 1,Aquila GT,Night,110,4,Electronics,1,2,18.28,107.51,94.4,SUP-12,Interior,Review,26.5,Team Beta,Supplier component verification required.
BATCH-00179,2025-09-09,Plant 02,Line 1,Eterna,Morning,57,0,None,0,0,33.15,78.49,99.31,SUP-03,Interior,Passed,23.3,Team Alpha,
BATCH-00971,2025-07-23,Plant 02,Line 1,Eterna,Afternoon,81,0,None,0,0,26.83,100.84,96.63,SUP-02,Interior,Passed,20.4,Team Alpha,Supplier component verification required.
BATCH-00297,2025-12-06,Plant 02,Line 3,Eterna,Morning,111,5,Mechanical,3,0,4.58,98.77,93.96,SUP-12,Suspension,Failed,26.7,Team Gamma,
BATCH-01722,2025-01-27,Plant 02,Line 1,Veloce S,Night,110,1,Interior,1,0,35.84,74.14,97.37,SUP-10,Suspension,Passed,23.5,Team Delta,Production line calibration completed.
BATCH-00806,2025-03-17,Plant 01,Line 4,Strada X,Night,91,1,Electronics,1,0,14.8,83.04,96.48,SUP-08,Electronics,Passed,20.9,Team Beta,Supplier component verification required.
BATCH-01861,2025-08-26,Plant 01,Line 2,Eterna,Morning,93,1,Paint,1,0,18.69,71.17,98.02,SUP-11,Interior,Passed,24.9,Team Delta,Supplier component verification required.
BATCH-01939,2025-06-13,Plant 01,Line 2,Aquila GT,Afternoon,95,1,Interior,1,0,31.15,58.53,97.5,SUP-05,Suspension,Passed,22.8,Team Beta,
BATCH-01391,2025-03-19,Plant 02,Line 4,Veloce S,Night,79,4,Mechanical,1,0,20.58,84.39,91.93,SUP-08,Powertrain,Failed,20.8,Team Gamma,
BATCH-01393,2025-01-08,Plant 01,Line 3,Eterna,Afternoon,100,0,None,0,0,39.56,100.77,98.45,SUP-08,Interior,Passed,22.7,Team Beta,Supplier component verification required.
BATCH-00364,2025-08-03,Plant 02,Line 2,Veloce S,Morning,102,4,Paint,3,1,5.52,88.81,91.57,SUP-11,Electronics,Review,22.6,Team Gamma,Production line calibration completed.
BATCH-01412,2025-12-23,Plant 02,Line 2,Eterna,Afternoon,47,1,Dimensional,1,0,39.72,89.24,97.25,SUP-04,Electronics,Passed,21.2,Team Gamma,Supplier component verification required.
BATCH-01382,2025-11-07,Plant 02,Line 4,Veloce S,Afternoon,95,0,None,0,0,30.77,82.77,96.41,SUP-09,Braking,Passed,23.8,Team Beta,Production line calibration completed.
BATCH-00042,2025-07-23,Plant 01,Line 4,Eterna,Morning,63,1,Dimensional,1,0,26.5,93.13,94.92,SUP-04,Interior,Passed,21.3,Team Delta,Production line calibration completed.
BATCH-00591,2025-09-21,Plant 01,Line 4,Aquila GT,Night,90,2,Paint,2,0,27.19,81.48,96.45,SUP-12,Electronics,Passed,23.1,Team Gamma,
BATCH-00666,2025-09-06,Plant 01,Line 2,Veloce S,Afternoon,47,2,Mechanical,0,0,18.75,72.73,93.18,SUP-12,Suspension,Failed,23.6,Team Beta,Routine quality inspection completed.
BATCH-00475,2025-11-19,Plant 02,Line 1,Eterna,Morning,88,0,None,0,0,28.51,90.72,98.54,SUP-01,Braking,Passed,25.7,Team Gamma,Production line calibration completed.
BATCH-00334,2025-04-19,Plant 01,Line 2,Aquila GT,Morning,103,2,Paint,0,0,16.32,96.53,98.11,SUP-09,Electronics,Passed,22.8,Team Alpha,Routine quality inspection completed.
BATCH-00722,2025-10-27,Plant 01,Line 1,Eterna,Night,63,1,Electronics,0,1,12.6,69.05,97.1,SUP-11,Electronics,Passed,24.0,Team Alpha,
BATCH-00991,2025-02-12,Plant 01,Line 2,Veloce S,Morning,56,1,Electronics,0,1,54.51,80.75,93.57,SUP-12,Suspension,Review,23.1,Team Delta,
BATCH-00713,2025-07-18,Plant 01,Line 2,Veloce S,Afternoon,82,2,Electronics,2,0,35.78,77.81,96.32,SUP-06,Body,Passed,24.0,Team Delta,
BATCH-01604,2025-08-24,Plant 01,Line 1,Eterna,Afternoon,109,0,None,0,0,60.01,82.42,96.4,SUP-12,Interior,Passed,15.5,Team Beta,Routine quality inspection completed.
BATCH-01193,2025-01-17,Plant 01,Line 3,Aquila GT,Night,84,3,Dimensional,3,0,51.07,81.79,94.27,SUP-07,Braking,Review,23.4,Team Gamma,Supplier component verification required.
BATCH-01873,2025-11-09,Plant 01,Line 1,Strada X,Night,116,1,Electronics,1,0,26.48,73.03,95.65,SUP-11,Interior,Passed,25.2,Team Beta,Supplier component verification required.
BATCH-00799,2025-02-12,Plant 02,Line 3,Eterna,Afternoon,95,1,Interior,1,0,19.86,80.77,97.64,SUP-04,Braking,Passed,19.1,Team Beta,
BATCH-00922,2025-11-01,Plant 01,Line 4,Aquila GT,Night,61,2,Dimensional,0,1,22.44,84.43,94.73,SUP-07,Braking,Review,20.1,Team Gamma,Routine quality inspection completed.
BATCH-00395,2025-11-16,Plant 02,Line 3,Aquila GT,Morning,45,3,Paint,1,0,21.81,67.86,90.19,SUP-01,Suspension,Failed,22.0,Team Delta,Minor process adjustment performed.
BATCH-00355,2025-04-03,Plant 01,Line 2,Strada X,Afternoon,83,1,Dimensional,1,0,11.4,77.17,97.15,SUP-12,Electronics,Passed,20.0,Team Delta,
BATCH-01692,2025-09-11,Plant 02,Line 4,Eterna,Afternoon,61,0,None,0,0,56.73,91.16,99.17,SUP-12,Suspension,Passed,20.8,Team Beta,
BATCH-00660,2025-12-14,Plant 02,Line 1,Aquila GT,Afternoon,87,2,Electronics,1,0,12.27,90.93,96.68,SUP-05,Electronics,Passed,21.8,Team Gamma,
BATCH-00520,2025-08-22,Plant 02,Line 2,Aquila GT,Morning,47,1,Interior,0,1,65.67,70.44,96.36,SUP-06,Body,Passed,22.9,Team Gamma,
BATCH-00001,2025-10-27,Plant 02,Line 1,Aquila GT,Night,73,0,None,0,0,22.11,79.65,98.4,SUP-05,Powertrain,Passed,19.8,Team Delta,Minor process adjustment performed.
BATCH-01134,2025-03-21,Plant 02,Line 1,Aquila GT,Night,90,2,Assembly,2,0,29.34,100.38,96.26,SUP-05,Suspension,Passed,22.4,Team Beta,Minor process adjustment performed.
BATCH-01874,2025-05-16,Plant 01,Line 1,Aquila GT,Morning,94,0,None,0,0,20.91,96.48,98.74,SUP-02,Interior,Passed,24.0,Team Delta,
BATCH-00964,2025-10-09,Plant 01,Line 4,Veloce S,Morning,47,0,None,0,0,28.27,81.09,97.23,SUP-01,Suspension,Passed,19.4,Team Beta,Supplier component verification required.
BATCH-00813,2025-02-23,Plant 01,Line 4,Strada X,Night,63,1,Dimensional,1,0,34.76,90.65,95.05,SUP-06,Body,Passed,20.3,Team Beta,Minor process adjustment performed.
BATCH-01315,2025-07-14,Plant 01,Line 1,Veloce S,Morning,69,0,None,0,0,6.16,83.1,97.57,SUP-01,Interior,Passed,20.4,Team Delta,Routine quality inspection completed.
BATCH-00521,2025-08-29,Plant 01,Line 1,Eterna,Morning,52,0,None,0,0,42.53,64.16,97.52,SUP-06,Braking,Passed,21.7,Team Beta,Routine quality inspection completed.
BATCH-00884,2025-05-10,Plant 02,Line 3,Aquila GT,Morning,109,6,Assembly,2,4,5.59,81.18,90.83,SUP-07,Braking,Failed,24.1,Team Gamma,Production line calibration completed.
BATCH-01314,2025-12-16,Plant 02,Line 4,Strada X,Night,48,2,Paint,2,0,24.54,90.68,93.74,SUP-06,Braking,Failed,22.4,Team Delta,
BATCH-01140,2025-09-06,Plant 01,Line 2,Eterna,Morning,107,1,Interior,0,1,30.32,94.71,97.78,SUP-09,Body,Passed,22.8,Team Delta,Supplier component verification required.
BATCH-00562,2025-03-05,Plant 01,Line 1,Strada X,Night,98,2,Electronics,0,2,26.63,85.84,93.9,SUP-04,Powertrain,Review,23.5,Team Gamma,
BATCH-01131,2025-10-15,Plant 02,Line 4,Eterna,Night,53,1,Electronics,1,0,69.41,84.49,93.87,SUP-05,Suspension,Review,22.3,Team Alpha,Minor process adjustment performed.
BATCH-01370,2025-10-02,Plant 02,Line 2,Aquila GT,Night,78,2,Interior,1,0,22.53,89.71,95.41,SUP-06,Interior,Review,21.2,Team Gamma,Supplier component verification required.
BATCH-01665,2025-02-22,Plant 02,Line 2,Strada X,Afternoon,93,0,None,0,0,46.55,87.21,96.58,SUP-01,Interior,Passed,18.9,Team Delta,Supplier component verification required.
BATCH-00054,2025-10-30,Plant 02,Line 3,Aquila GT,Morning,109,2,Dimensional,2,0,34.77,87.29,96.68,SUP-02,Interior,Passed,23.1,Team Delta,Minor process adjustment performed.
BATCH-00442,2025-03-23,Plant 02,Line 4,Aquila GT,Afternoon,61,0,None,0,0,30.62,88.76,98.18,SUP-11,Powertrain,Passed,22.1,Team Beta,Production line calibration completed.
BATCH-00597,2025-01-12,Plant 02,Line 1,Eterna,Night,81,3,Assembly,2,0,33.87,93.65,93.44,SUP-07,Powertrain,Review,21.1,Team Gamma,Minor process adjustment performed.
BATCH-00049,2025-01-28,Plant 01,Line 2,Aquila GT,Night,51,0,None,0,0,33.11,94.31,98.52,SUP-11,Interior,Passed,21.6,Team Beta,Routine quality inspection completed.
BATCH-00235,2025-09-16,Plant 02,Line 3,Eterna,Afternoon,107,1,Dimensional,0,0,46.5,74.68,98.07,SUP-08,Body,Passed,25.1,Team Beta,
BATCH-01078,2025-05-10,Plant 02,Line 2,Veloce S,Night,68,3,Paint,0,3,59.95,89.93,92.45,SUP-10,Braking,Failed,21.6,Team Gamma,Production line calibration completed.
BATCH-01527,2025-02-12,Plant 01,Line 1,Veloce S,Morning,49,0,None,0,0,17.79,84.5,99.42,SUP-01,Body,Passed,28.5,Team Beta,
BATCH-00778,2025-07-09,Plant 02,Line 2,Eterna,Morning,69,0,None,0,0,42.03,97.88,98.22,SUP-04,Powertrain,Passed,24.6,Team Beta,Minor process adjustment performed.
BATCH-01637,2025-01-19,Plant 01,Line 4,Veloce S,Night,63,3,Dimensional,1,2,55.81,91.86,91.28,SUP-06,Braking,Failed,19.6,Team Gamma,Routine quality inspection completed.
BATCH-01148,2025-12-20,Plant 02,Line 4,Aquila GT,Morning,103,1,Paint,1,0,33.46,86.0,97.95,SUP-03,Braking,Passed,23.5,Team Alpha,Minor process adjustment performed.
BATCH-00659,2025-10-02,Plant 02,Line 4,Strada X,Afternoon,74,1,Dimensional,1,0,38.51,80.39,97.04,SUP-04,Braking,Passed,27.2,Team Alpha,
BATCH-01325,2025-05-08,Plant 01,Line 2,Veloce S,Morning,62,0,None,0,0,8.55,68.96,99.05,SUP-08,Suspension,Passed,22.4,Team Alpha,Production line calibration completed.
BATCH-01777,2025-10-14,Plant 01,Line 3,Eterna,Afternoon,81,2,Interior,0,1,22.53,70.55,93.1,SUP-07,Interior,Review,21.8,Team Alpha,Production line calibration completed.
BATCH-00681,2025-11-18,Plant 01,Line 2,Aquila GT,Night,75,2,Interior,0,0,29.58,79.46,95.09,SUP-08,Body,Review,20.3,Team Alpha,
BATCH-00417,2025-04-20,Plant 01,Line 2,Aquila GT,Afternoon,87,5,Electronics,2,2,14.46,89.02,90.53,SUP-09,Powertrain,Failed,21.1,Team Delta,Production line calibration completed.
BATCH-01167,2025-12-02,Plant 01,Line 4,Veloce S,Afternoon,89,1,Assembly,1,0,18.83,93.24,96.42,SUP-03,Powertrain,Passed,22.3,Team Beta,
BATCH-01543,2025-03-10,Plant 01,Line 1,Eterna,Afternoon,84,2,Mechanical,0,2,11.64,92.49,94.7,SUP-10,Powertrain,Passed,23.3,Team Delta,
BATCH-00279,2025-05-02,Plant 01,Line 1,Aquila GT,Afternoon,47,0,None,0,0,36.79,107.3,97.82,SUP-01,Electronics,Passed,25.4,Team Gamma,Minor process adjustment performed.
BATCH-01405,2025-06-09,Plant 02,Line 3,Strada X,Night,54,2,Mechanical,1,1,32.56,87.31,91.48,SUP-07,Interior,Review,22.0,Team Delta,
BATCH-00649,2025-01-27,Plant 01,Line 1,Aquila GT, Night ,97,1,Assembly,0,0,39.73,97.65,95.44,SUP-03,Braking,Passed,16.9,Team Gamma,Supplier component verification required.
BATCH-00903,2025-09-03,Plant 02,Line 1,Eterna,Night,109,2,Assembly,0,2,21.19,83.34,96.86,SUP-05,Suspension,Passed,19.6,Team Beta,Production line calibration completed.
BATCH-00537,2025-01-18,Plant 01, Line 1 ,Eterna,Night,75,0,None,0,0,51.13,77.92,96.81,SUP-08,Braking,Passed,24.4,Team Delta,
BATCH-00064,2025-10-04,Plant 01,Line 2,Aquila GT,Morning,120,1,Electronics,1,0,35.45,94.66,96.18,SUP-11,Braking,Passed,22.6,Team Alpha,Supplier component verification required.
BATCH-00933,2025-07-13,Plant 02,Line 1,Eterna,Afternoon,81,2,Assembly,1,0,17.77,89.99,94.85,SUP-07,Interior,Passed,24.5,Team Delta,Routine quality inspection completed.
BATCH-00691,2025-12-08,Plant 01,Line 3,Aquila GT,Night,85,5,Dimensional,0,2,41.71,73.22,89.76,SUP-03,Electronics,Failed,22.6,Team Gamma,
BATCH-00875,2025-09-17,Plant 02,Line 4,Eterna,Morning,116,2,Dimensional,2,0,28.05,96.6,95.42,SUP-06,Powertrain,Passed,21.8,Team Delta,
BATCH-00381,2025-08-12,Plant 01,Line 1,Strada X,Morning,78,2,Mechanical,0,0,26.66,114.56,94.85,SUP-02,Body,Review,24.2,Team Gamma,
BATCH-01962,2025-01-20,Plant 02,Line 3,Veloce S,Night,101,4,Electronics,3,1,56.87,89.95,95.33,SUP-12,Suspension,Review,19.2,Team Alpha,Routine quality inspection completed.
BATCH-01598,2025-09-24,Plant 02,Line 4,Strada X,Morning,85,1,Electronics,0,0,,84.41,97.03,SUP-02,Suspension,Passed,24.3,Team Gamma,Supplier component verification required.
BATCH-00904,2025-04-06,Plant 01,Line 2,Aquila GT,Night,48,1,Assembly,0,0,14.12,87.11,96.23,,Electronics,Passed,26.9,Team Gamma,
BATCH-01365,2025-06-05,Plant 01,Line 1,Eterna,Afternoon,89,2,Dimensional,0,2,17.24,81.02,97.72,SUP-07,Braking,Passed,21.1,Team Beta,Routine quality inspection completed.
BATCH-01635,2025-11-04,Plant 02,Line 2,Strada X,Afternoon,61,0,None,0,0,23.29,72.99,98.42,SUP-02,Suspension,Passed,21.5,Team Beta,
BATCH-01482,2025-11-26,Plant 01,Line 4,Eterna,Morning,77,1,Assembly,1,0,39.59,85.08,94.98,SUP-01,Interior,Passed,23.1,Team Alpha,Routine quality inspection completed.
BATCH-00051,2025-08-19,Plant 01,Line 1,Strada X,Morning,62,0,None,0,0,52.26,76.71,98.51,SUP-12,Interior,Passed,24.2,Team Beta,Production line calibration completed.
BATCH-01428,2025-04-22,Plant 01,Line 4,Strada X,Morning,50,0,None,0,0,24.16,65.99,96.98,SUP-06,Suspension,Passed,22.6,Team Delta,
BATCH-01794,2025-08-23,Plant 01,Line 1,Eterna,Morning,47,3,Electronics,1,2,20.95,96.75,88.75,SUP-12,Body,Failed,23.0,Team Delta,Production line calibration completed.
BATCH-00408,2025-09-07,Plant 01,Line 3,Strada X,Afternoon,50,0,None,0,0,36.3,64.45,97.68,SUP-12,Braking,Passed,20.3,Team Beta,Production line calibration completed.
